w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,label
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.011741683,0.011764706,0,0,0.17,0.17,1,0,0,0.047058824,0.047058824,1,0,0.08,0,0,0,0.08,0.08,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.050980392,0.050980392,1,0,0.08,0,0,0,0.08,0.08,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.011741683,0.011764706,0,0,0,0,1,0,0,0.054901961,0.054901961,1,0,0.07,0,0,0,0.07,0.07,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.070588235,0.070588235,1,0,0.06,0,0,0,0.06,0.06,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024632977,0.001421833,0,0,0,0.033333333,0,1,0,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0.25,0.25,1,0,0,0.074509804,0.074509804,1,0,0.05,0,0,0,0.11,0.11,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0.2,0.2,1,0,0,0.078431373,0.078431373,1,0,0.05,0,0,0,0.1,0.1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0.25,0.25,1,0,0,0.082352941,0.082352941,1,0,0.05,0,0,0,0.1,0.1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0.25,0.25,1,0,0,0.08627451,0.08627451,1,0,0.05,0,0,0,0.09,0.09,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0.2,0.2,1,0,0,0.090196078,0.090196078,1,0,0.04,0,0,0,0.09,0.09,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.094117647,0.094117647,1,0,0.04,0,0,0,0.08,0.08,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.098039216,0.098039216,1,0,0.04,0,0,0,0.08,0.08,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.101960784,0.101960784,1,0,0.04,0,0,0,0.08,0.08,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.105882353,0.105882353,1,0,0.04,0,0,0,0.07,0.07,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.109803922,0.109803922,1,0,0.04,0,0,0,0.07,0.07,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.11372549,0.11372549,1,0,0.03,0,0,0,0.07,0.07,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.117647059,0.117647059,1,0,0.03,0,0,0,0.07,0.07,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.121568627,0.121568627,1,0,0.03,0,0,0,0.06,0.06,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.125490196,0.125490196,1,0,0.03,0,0,0,0.06,0.06,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.129411765,0.129411765,1,0,0.03,0,0,0,0.06,0.06,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.005870841,0.005882353,0,0,0,0,1,0,0,0.133333333,0.133333333,1,0,0.03,0,0,0,0.06,0.06,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.137254902,0.137254902,1,0,0.03,0,0,0,0.06,0.06,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.141176471,0.141176471,1,0,0.03,0,0,0,0.06,0.06,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.145098039,0.145098039,1,0,0.03,0,0,0,0.05,0.05,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.149019608,0.149019608,1,0,0.03,0,0,0,0.05,0.05,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.011741683,0.011764706,0,0,0,0,1,0,0,0.152941176,0.152941176,1,0,0.03,0,0,0,0.05,0.05,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.01369863,0.01372549,0,0,0,0,1,0,0,0.156862745,0.156862745,1,0,0.03,0,0,0,0.05,0.05,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.011741683,0.011764706,0,0,0,0,1,0,0,0.160784314,0.160784314,1,0,0.02,0,0,0,0.05,0.05,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.164705882,0.164705882,1,0,0.02,0,0,0,0.05,0.05,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.011741683,0.011764706,0,0,0,0,1,0,0,0.168627451,0.168627451,1,0,0.02,0,0,0,0.05,0.05,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.17254902,0.17254902,1,0,0.02,0,0,0,0.05,0.05,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.176470588,0.176470588,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.180392157,0.180392157,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.184313725,0.184313725,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.188235294,0.188235294,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.192156863,0.192156863,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.196078431,0.196078431,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.2,0.2,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.203921569,0.203921569,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.207843137,0.207843137,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.211764706,0.211764706,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.011764706,0,0,0,0.17,1,0,0.33,0.215686275,0.215686275,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.009803922,0,0,0,0.2,1,0,0.4,0.219607843,0.219607843,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.009803922,0,0,0,0.2,1,0,0.4,0.223529412,0.223529412,1,0,0.02,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.005870841,0.005882353,0,0,0,0,1,0,0,0.22745098,0.22745098,1,0,0.02,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.231372549,0.231372549,1,0,0.02,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.235294118,0.235294118,1,0,0.02,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.239215686,0.239215686,1,0,0.02,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.243137255,0.243137255,1,0,0.02,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.247058824,0.247058824,1,0,0.02,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.250980392,0.250980392,1,0,0.02,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.005882353,0,0,0,0,0.75,0.5,0,0.254901961,0.254901961,1,0,0.02,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.007843137,0,0,0,0,0.8,0.4,0,0.258823529,0.258823529,1,0,0.02,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.007843137,0,0,0,0,0.8,0.4,0,0.262745098,0.262745098,1,0,0.01,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.266666667,0.266666667,1,0,0.01,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.009803922,0,0,0,0,1,0,0,0.270588235,0.270588235,1,0,0.01,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.274509804,0.274509804,1,0,0.01,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.278431373,0.278431373,1,0,0.01,0,0,0,0.03,0.03,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024244755,0.001421833,0,0,0,0.033333333,0,1,0,0,0,0,0,0,0,0,0,0,0.007827789,0.005882353,0,0,0.25,0.33,0.75,0.5,0,0.282352941,0.282352941,1,0,0.01,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.005882353,0,0,0.25,0.33,0.75,0.5,0,0.28627451,0.28627451,1,0,0.01,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.007843137,0,0,0.2,0.25,0.8,0.4,0,0.290196078,0.290196078,1,0,0.01,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.009784736,0.007843137,0,0,0.2,0.25,0.8,0.4,0,0.294117647,0.294117647,1,0,0.01,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.007827789,0.007843137,0,0,0,0,1,0,0,0.298039216,0.298039216,1,0,0.01,0,0,0,0.04,0.04,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024851694,0.001619331,0,0,0,0.066666667,0,1,0.001131222,0,0,0,0,0,0,0,0,0,0.005870841,0.005882353,0,0,0,0,1,0,0,0.301960784,0.301960784,1,0,0.01,0,0,0,0.04,0.04,1
